sample_no,temperature,average temperature,humidity,average humidity,breath state
914,28.94,28.0281,79.46942995221183,65.27529280365589,0
915,28.95,28.0452,79.56019899549726,65.62913685437842,0
916,28.95,28.0623,79.66203936594374,65.98314929108116,0
917,28.96,28.0795,79.75344966349459,66.33715777135768,0
918,28.97,28.096699999999995,79.78211744930329,66.69082934229041,0
919,28.96,28.114099999999993,79.79296831866026,67.04291290084983,0
920,28.97,28.131299999999996,79.78798310641561,67.39271723146885,0
921,28.96,28.1486,79.77018320627454,67.73923308410865,0
922,28.95,28.1658,79.7011187258469,68.08182072904968,0
923,28.93,28.182899999999997,79.64922956041039,68.41951310450615,0
924,28.92,28.199699999999993,79.55780826646193,68.75219873402055,0
925,28.89,28.216299999999997,79.45924914137109,69.07891342182447,0
926,28.87,28.232599999999994,79.31031323062284,69.39913316915208,0
927,28.84,28.248599999999993,79.11579331992547,69.71224142352463,0
928,28.8,28.264299999999988,78.87006840616291,70.01761284560521,0
929,28.76,28.279399999999992,78.56203744915607,70.31433693855584,0
930,28.72,28.293999999999997,78.23647426628581,70.60184915235442,0
931,28.68,28.308099999999996,77.86620247048738,70.87974749758816,0
932,28.62,28.32159999999999,77.46064520965088,71.14758567861793,0
933,28.58,28.334499999999988,77.0339814342142,71.40495695397358,0
934,28.53,28.346799999999988,76.58998005006828,71.6516465214028,0
935,28.49,28.358299999999986,76.11759433542812,71.88742336637186,0
936,28.44,28.369299999999985,75.62305215277429,72.1121227902033,0
937,28.4,28.379599999999986,75.11704189886491,72.32552260523947,0
938,28.34,28.389299999999988,74.59353951354956,72.52739387853003,1
939,28.3,28.39819999999999,74.08174824102484,72.71801399678971,1
940,28.27,28.406599999999994,73.54322660770278,72.89716587080812,1
941,28.22,28.414399999999997,72.98630270728307,73.06497222803965,1
942,28.19,28.421599999999994,72.45322901950048,73.2213126355552,1
943,28.14,28.428199999999997,71.90761651301787,73.36630816670673,1
944,28.11,28.434099999999994,71.37402487090965,73.50017460436985,1
945,28.08,28.4395,70.84093790697548,73.62286363552197,1
946,28.05,28.444399999999995,70.30218731121596,73.73471951136696,1
947,28.02,28.448799999999995,69.78038630455032,73.83557383462556,1
948,27.97,28.452600000000004,69.25774708807617,73.92576520492081,1
949,27.94,28.455699999999997,68.73011328267563,74.00545428790221,1
950,27.91,28.458299999999998,68.23088869494946,74.07470802952736,1
951,27.88,28.460300000000004,67.71502010026671,74.13380488479919,1
952,27.86,28.461800000000004,67.22768488502045,74.18280857992323,1
953,27.84,28.462800000000005,66.7343712768512,74.22183493421949,1
954,27.82,28.46340000000001,66.24684014257657,74.25116255392578,1
955,27.8,28.463700000000017,65.7650850052173,74.27097054812678,1
956,27.78,28.463500000000018,65.30039882563116,74.28136287665947,1
957,27.76,28.462800000000016,64.83583389433059,74.28262466402914,1
958,27.74,28.461700000000015,64.38227672854227,74.2747600225631,1
959,27.73,28.460200000000007,63.912251028629115,74.25810828550017,1
960,27.72,28.45840000000001,63.4814008549204,74.23250486136887,1
961,27.7,28.45630000000001,63.02815412787701,74.19845053738129,1
962,27.69,28.453700000000012,62.5861788832315,74.15583132919936,1
963,27.68,28.450800000000008,62.167176987640474,74.10470786321487,1
964,27.66,28.44750000000001,61.74718259976845,74.0455911789798,1
965,27.65,28.443800000000007,61.322453661845024,73.9786441119072,1
966,27.65,28.439700000000006,60.90911882662209,73.90370313235634,1
967,27.64,28.435500000000005,60.506718617268895,73.82100009543079,1
968,27.63,28.430900000000005,60.132606718777204,73.73075421294368,1
969,27.62,28.42600000000001,59.73003954173578,73.63330490227742,1
970,27.61,28.420700000000007,59.36164812799351,73.52847393537964,1
971,27.61,28.41510000000001,58.98766270885618,73.41661480172533,1
972,27.6,28.409400000000016,58.607876728048865,73.29778297253736,1
973,27.6,28.403400000000012,58.25668829358135,73.17209001728739,1
974,27.59,28.39710000000001,57.899507160037544,73.03975495972199,1
975,27.59,28.390500000000007,57.54815331829305,72.90089957827246,1
976,27.58,28.383600000000005,57.190813939374216,72.75551680495023,1
977,27.57,28.376500000000007,56.850640075621,72.60372516686435,1
978,27.57,28.368900000000007,56.5162056856886,72.44584773488478,1
979,27.57,28.36110000000001,56.204495651737254,72.28190341489264,1
980,27.56,28.353000000000012,55.88682385720049,72.11199545716185,1
981,27.56,28.344600000000014,55.55779577448491,71.93612988760471,1
982,27.55,28.33600000000001,55.251507706619215,71.75447185817934,1
983,27.54,28.32710000000001,54.95637808962932,71.56730331141759,1
984,27.55,28.317900000000005,54.66738792461897,71.37473953656539,1
985,27.54,28.308600000000006,54.37221737376516,71.17684762402934,1
986,27.54,28.299000000000007,54.08868854019604,70.97372564079599,1
987,27.53,28.2892,53.821996414444044,70.76526785363521,1
988,27.53,28.279100000000003,53.561036107473974,70.55187046544773,1
989,27.53,28.268800000000006,53.32275227686197,70.33369980795044,1
990,27.52,28.25830000000001,53.10706518493017,70.11109916984446,1
991,27.52,28.24750000000001,52.88583953374677,69.88411955816987,1
992,27.52,28.236500000000014,52.732745427132166,69.65288259824815,1
993,27.51,28.22540000000002,52.692753302070756,69.41806974840124,1
994,27.51,28.21390000000002,52.72671976887491,69.18085638607448,1
995,27.51,28.20220000000002,52.800465052371855,68.94210909840213,1
996,27.51,28.190300000000025,52.91966029587622,68.70221752406037,1
997,27.52,28.178100000000033,53.027508037134,68.46168846010133,1
998,27.52,28.166000000000025,53.1751317109826,68.22053961350309,1
999,27.51,28.153600000000026,53.27693436234242,67.97915241991537,1
1000,27.52,28.141000000000027,53.42469727690125,67.7369660085744,1
1001,27.52,28.128400000000024,53.60618796228635,67.49478279914388,1
1002,27.53,28.115600000000022,53.81617778445141,67.25275619440454,1
1003,27.52,28.10280000000002,54.06562088482195,67.01135310092232,1
1004,27.53,28.089700000000022,54.38331848403602,66.77101608221699,1
1005,27.53,28.07660000000002,54.723596638320224,66.53238157469009,1
1006,27.53,28.06340000000002,55.10336044655028,66.29572777761736,1
1007,27.54,28.050000000000022,55.50059915502888,66.06161449565215,1
1008,27.55,28.03660000000002,55.9145522510372,65.82999501291539,1
1009,27.55,28.023200000000024,56.33404049641796,65.60126429199072,1
1010,27.56,28.009700000000024,56.79332659729952,65.37559291850921,1
1011,27.56,27.996100000000023,57.26371252800364,65.15342869251239,1
1012,27.57,27.982500000000023,57.73443292841433,64.93466972111547,1
1013,27.58,27.968900000000023,58.22746027402994,64.71942162156645,1
1014,27.59,27.95530000000002,58.720851068085416,64.50807882881307,1
1015,27.6,27.941800000000022,59.225307130852265,64.30059303997182,1
1016,27.61,27.928300000000018,59.712731602245285,64.09724412132535,1
1017,27.62,27.914900000000017,60.228519741256584,63.89775104368836,1
1018,27.64,27.901500000000013,60.70463979451623,63.702501744465984,1
1019,27.65,27.888200000000015,61.21467234147432,63.5117269679181,1
1020,27.66,27.875100000000018,61.71899643425075,63.32594400814624,1
1021,27.69,27.862000000000013,62.21269710348666,63.14525414142459,1
1022,27.7,27.849300000000007,62.688409288396294,62.96967928039671,1
1023,27.72,27.836800000000004,63.181807901723374,62.799552186022204,1
1024,27.74,27.824700000000004,63.663473806061354,62.63487796943533,1
1025,27.75,27.8129,64.13392394402499,62.47593462483132,1
1026,27.77,27.801499999999997,64.59318009060233,62.32268137285786,1
1027,27.79,27.790499999999998,65.05226464680527,62.17551004145765,1
1028,27.81,27.779999999999994,65.50015402013037,62.034874754726445,0
1029,27.83,27.770099999999992,65.93685864477781,61.90117561086611,0
1030,27.85,27.76079999999999,66.36209506810528,61.77492382282232,0
1031,27.88,27.752099999999988,66.79311832138352,61.65618003084052,0
1032,27.9,27.744099999999985,67.21847605799137,61.545449189349476,0
1033,27.92,27.73689999999998,67.6325166256093,61.44302749783287,0
1034,27.94,27.730299999999986,68.04639153397828,61.34901284974681,0
1035,27.97,27.72439999999998,68.44377061484631,61.26357696458591,0
1036,27.99,27.71919999999998,68.8293788071131,61.186838727380085,0
1037,28.02,27.714699999999976,69.22126606332588,61.11890199392347,0
1038,28.04,27.710899999999977,69.57875888822377,61.05994423556808,0
1039,28.06,27.707899999999977,69.94721802643946,61.00979642931483,0
1040,28.09,27.705499999999976,70.30486986304076,60.96845112716896,0
1041,28.11,27.70369999999998,70.64523187535521,60.93606755972234,0
1042,28.12,27.70259999999998,70.98524509388983,60.912656851403064,0
1043,28.15,27.701899999999977,71.3151656698398,60.89797701214697,0
1044,28.17,27.70199999999998,71.62727402092173,60.89205250371519,0
1045,28.2,27.70259999999998,71.96215480263973,60.89458499521531,0
1046,28.21,27.703799999999983,72.25677682955413,60.90579716417194,0
1047,28.24,27.705399999999983,72.5637712506955,60.92534305935533,0
1048,28.26,27.707599999999985,72.86476138086107,60.953176908816786,0
1049,28.28,27.71049999999999,73.14279369762029,60.989247051744634,0
1050,28.29,27.713899999999988,73.4321201272431,61.03337385589409,0
1051,28.31,27.71769999999999,73.71581074921082,61.08538617021703,0
1052,28.34,27.721999999999994,73.97179949102143,61.14539407670646,0
1053,28.35,27.726799999999994,74.22668592460217,61.21283522276647,0
1054,28.37,27.731899999999992,74.47705098009527,61.28775836924398,0
1055,28.38,27.737399999999994,74.71497494706522,61.37006047761917,0
1056,28.4,27.74319999999999,74.95894190468442,61.45955937703766,0
1057,28.42,27.74939999999999,75.17505095323668,61.5561448078282,0
1058,28.43,27.75599999999999,75.41316083176818,61.659536978417265,0
1059,28.45,27.76289999999999,75.62889584014783,61.76984581944952,0
1060,28.46,27.77009999999999,75.83877136430075,61.887012267564714,0
1061,28.47,27.77749999999999,76.04846064436741,62.01058597265852,0
1062,28.48,27.78519999999999,76.24724206642753,62.1407890378234,0
1063,28.5,27.793099999999992,76.435138328675,62.27739966965538,0
1064,28.51,27.80129999999999,76.63312766773757,62.42007928306572,0
1065,28.51,27.809799999999996,76.80288534158554,62.56893873374542,0
1066,28.53,27.818399999999997,76.98452714696394,62.723743050542815,0
1067,28.54,27.827199999999998,77.1490450205038,62.884497133746244,0
1068,28.54,27.836199999999995,77.302050434851,63.05092039777859,0
1069,28.55,27.845299999999995,77.4715869682472,63.222614834939314,0
1070,28.56,27.854599999999994,77.61977670643059,63.40003030920443,0
1071,28.56,27.864099999999997,77.7717624325646,63.582611594988805,0
1072,28.58,27.873599999999996,77.91431076727845,63.77045259222589,0
1073,28.57,27.883399999999998,78.03805042168567,63.96351693261818,0
1074,28.57,27.8931,78.14548744139204,64.16133055389922,0
1075,28.58,27.9029,78.2416357154983,64.36379035671276,0
1076,28.58,27.9128,78.31522606193873,64.57072518068482,0
1077,28.58,27.922800000000002,78.37187003332986,64.78196930191046,0
1078,28.58,27.9329,78.42244451031533,64.99718160148755,0
1079,28.57,27.942999999999998,78.43307467498808,65.21624398973383,0
1080,28.56,27.953000000000003,78.42657936657976,65.43852977996633,0
1081,28.55,27.963,78.391674397415,65.66392733506012,0
1082,28.54,27.9729,78.33420057137843,65.89226612128942,0
1083,28.52,27.982799999999997,78.22007464955898,66.12309304993701,0
1084,28.5,27.992599999999996,78.05497369298524,66.3557300155363,0
1085,28.47,28.0021,77.82635364944255,66.58960587321998,0
1086,28.44,28.0114,77.54778692374728,66.82414723597674,0
1087,28.41,28.0204,77.21217836769661,67.05873821981226,0
1088,28.38,28.0292,76.82016874896007,67.2926400393448,0
1089,28.34,28.037700000000005,76.41666449859041,67.52523136575965,0
1090,28.3,28.045800000000007,75.95615327605418,67.75617048797693,0
1091,28.26,28.05360000000001,75.47348330682459,67.98466136888818,0
1092,28.22,28.061000000000014,74.98459589723126,68.21053780661894,0
1093,28.19,28.068000000000005,74.46300136317728,68.43305631131994,0
1094,28.16,28.07480000000001,73.94139502569554,68.650758791931,0
1095,28.12,28.081300000000006,73.39100539944424,68.86290554449921,0
1096,28.08,28.087400000000002,72.85209147774886,69.06881094796994,1
1097,28.05,28.0931,72.31298062033528,69.26813525978866,1
1098,28.02,28.0984,71.75747526425715,69.46098998562067,1
1099,27.97,28.1034,71.21818641265473,69.64681342115342,1
1100,27.94,28.107999999999997,70.69071494030352,69.82622594165655,1
1101,27.92,28.112199999999994,70.15244316345195,69.99888611829057,1
1102,27.89,28.116199999999996,69.61979409918376,70.16434867030222,1
1103,27.86,28.119799999999994,69.10391948778272,70.32238483344955,1
1104,27.84,28.123199999999997,68.58283096025845,70.47276781947916,1
1105,27.82,28.126299999999997,68.0786732671403,70.61476294424138,1
1106,27.8,28.1292,67.56318163168838,70.74831371052959,1
1107,27.79,28.1319,67.05391154961836,70.87291192238096,1
1108,27.77,28.1344,66.57225990677628,70.98844504632685,1
1109,27.76,28.136599999999994,66.07404627779498,71.09502212288425,1
1110,27.75,28.1387,65.5872487092779,71.19242218069803,1
1111,27.73,28.1406,65.10548711286273,71.28036140181781,1
1112,27.73,28.142299999999995,64.63045242782309,71.3587791476664,1
1113,27.71,28.1439,64.1600757072868,71.4277393426605,1
1114,27.71,28.1452,63.70728985039622,71.48706549699307,1
1115,27.7,28.146400000000003,63.254463284065366,71.53692988481619,1
1116,27.7,28.1474,62.81842352813757,71.57722144634832,1
1117,27.68,28.1483,62.353684145722895,71.60827836560723,1
1118,27.68,28.148899999999998,61.92912788610028,71.6295300096519,1
1119,27.66,28.149299999999993,61.498384165893604,71.64177489056775,1
1120,27.65,28.149399999999993,61.084717717885475,71.64461200881192,1
1121,27.66,28.14929999999999,60.67180638797336,71.63826922164827,1
1122,27.65,28.14899999999999,60.241073359383826,71.62286031449314,1
1123,27.65,28.14849999999999,59.827504155776694,71.59838695520301,1
1124,27.65,28.147799999999993,59.42543614077845,71.56484391774353,1
1125,27.64,28.14689999999999,59.011577533706216,71.52246354109072,1
1126,27.63,28.14579999999999,58.63166477417118,71.47124007698753,1
1127,27.62,28.14439999999999,58.22937099592236,71.41162492382323,1
1128,27.63,28.14269999999999,57.84989475535397,71.3433959873144,1
1129,27.61,28.14089999999999,57.469602274638476,71.26689339466662,1
1130,27.6,28.138699999999993,57.106764101192724,71.18222083096524,1
1131,27.61,28.136199999999995,56.73283976141551,71.08966752129611,1
1132,27.6,28.133499999999994,56.381177499387164,70.98906473569645,1
1133,27.6,28.130499999999994,56.01842092885658,70.8806917501104,1
1134,27.59,28.127299999999988,55.678046840468106,70.76455079314286,1
1135,27.58,28.12379999999999,55.33764317272891,70.64086734620776,1
1136,27.58,28.119899999999987,55.01439281732937,70.50980607178658,1
1137,27.57,28.115799999999986,54.69071385376578,70.37165621188875,1
1138,27.57,28.111299999999986,54.37316844194865,70.22635068979315,1
1139,27.56,28.10659999999999,54.066779672391895,70.0742947853304,1
1140,27.56,28.101599999999994,53.76037009568089,69.91549040178992,1
1141,27.54,28.096299999999992,53.482081394580376,69.75004540411632,1
1142,27.54,28.09059999999999,53.19272769888228,69.57841389930857,1
1143,27.54,28.084799999999994,52.90328104617034,69.40048872535851,1
1144,27.53,28.078699999999998,52.62523257580212,69.2163698791218,1
1145,27.52,28.0723,52.36965872078282,69.02634946467062,1
1146,27.53,28.065500000000007,52.103121047696504,68.83042450385204,1
1147,27.51,28.05870000000001,51.85299972080398,68.62888794603347,1
1148,27.52,28.05140000000001,51.626151319863,68.42178023073457,1
1149,27.52,28.04400000000001,51.37651909023888,68.20939413012458,1
1150,27.5,28.03640000000001,51.149140970914246,67.99173138405077,1
1151,27.51,28.02850000000001,50.92229705739963,67.76890159248748,1
1152,27.51,28.020500000000016,50.72919593483966,67.54096645556938,1
1153,27.5,28.01220000000002,50.592796778986624,67.30854042000755,1
1154,27.5,28.003700000000023,50.55868112058034,67.07220152855137,1
1155,27.5,27.995000000000022,50.61550145465948,66.83301782995623,1
1156,27.5,27.98620000000002,50.71199463180941,66.59202309503216,1
1157,27.49,27.97720000000002,50.82539277644395,66.34955362230343,1
1158,27.49,27.967900000000018,50.96722251224125,66.1060570405355,1
1159,27.5,27.95850000000001,51.09800130074263,65.86159765734023,1
1160,27.49,27.94900000000001,51.27374620142089,65.61628871194617,1
1161,27.5,27.939300000000006,51.46107897778204,65.37063846031737,1
1162,27.5,27.929600000000008,51.693863347205415,65.12476464365152,1
1163,27.5,27.919800000000006,51.96615628436387,64.8792308564593,1
1164,27.5,27.909800000000004,52.26692713271967,64.63454103601619,1
1165,27.51,27.899700000000003,52.61879541932784,64.390879030666,1
1166,27.51,27.8897,53.02161906323941,64.14903813144342,1
1167,27.52,27.879500000000007,53.41887665824392,63.90940905060618,1
1168,27.52,27.869300000000006,53.838708695571256,63.672107366983575,1
1169,27.52,27.85910000000001,54.29236173770053,63.437473949590775,1
1170,27.53,27.84880000000001,54.76328421383662,63.20568169728531,1
1171,27.53,27.838500000000007,55.22824577027966,62.97711677235938,1
1172,27.54,27.82820000000001,55.715995820219405,62.75168160573652,1
